flight_id,flight_number,origin,destination,tail_number,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,distance_km,status,delay_minutes,delay_reason
172,BF1172,REC,CGR,PR-BFY04,2025-10-02T18:43,2025-10-02T21:06,2025-10-02T18:43,2025-10-02T21:10,1700,COMPLETED,0,none
173,BF1173,SSA,SDU,PR-BFY11,2025-12-06T08:16,2025-12-06T10:44,2025-12-06T08:16,2025-12-06T10:44,1800,COMPLETED,0,none
174,BF1174,MCZ,VCP,PR-BFY19,2025-11-09T20:09,2025-11-09T22:25,2025-11-10T00:07,2025-11-10T02:28,1800,COMPLETED,238,atc
175,BF1175,CGR,SSA,PR-BFY16,2025-08-25T18:22,2025-08-25T20:34,2025-08-25T21:19,2025-08-25T23:28,1700,COMPLETED,177,weather
176,BF1176,RBR,BSB,PR-BFY14,2026-05-31T10:28,2026-05-31T12:51,2026-05-31T10:28,2026-05-31T12:55,2000,COMPLETED,0,none
177,BF1177,CGH,RBR,PR-BFY05,2025-09-18T19:02,2025-09-18T22:26,2025-09-18T19:02,2025-09-18T22:35,2800,COMPLETED,0,none
178,BF1178,CWB,RBR,PR-BFY11,2025-10-10T07:57,2025-10-10T12:33,2025-10-10T09:37,2025-10-10T14:13,3500,COMPLETED,100,weather
179,BF1179,MCZ,CGH,PR-BFY03,2025-06-04T10:22,2025-06-04T12:41,2025-06-04T10:22,2025-06-04T12:41,1800,COMPLETED,209,operational
180,BF1180,SDU,MCZ,PR-BFY13,2026-04-12T19:39,2026-04-12T22:04,2026-04-12T19:39,2026-04-12T22:14,1800,COMPLETED,0,none
181,BF1181,GRU,VCP,PR-BFY17,2025-10-24T05:00,2025-10-24T05:43,2025-10-24T05:00,2025-10-24T05:48,400,COMPLETED,0,none
182,BF1182,BSB,GRU,PR-BFY10,2025-06-04T00:04,2025-06-04T01:21,2025-06-04T00:04,2025-06-04T01:27,900,COMPLETED,0,none
183,BF1183,SDU,GIG,PR-BFY10,2026-03-07T07:01,2026-03-07T07:37,2026-03-07T07:01,2026-03-07T07:33,400,COMPLETED,0,none
184,BF1184,CGR,SSA,PR-BFY16,2026-02-02T00:05,2026-02-02T02:15,2026-02-02T00:05,2026-02-02T02:20,1700,COMPLETED,0,none
185,BF1185,POA,BEL,PR-BFY01,2025-10-16T04:59,2025-10-16T09:16,2025-10-16T04:59,2025-10-16T09:23,3500,COMPLETED,0,none
186,BF1186,GYN,CGB,PR-BFY04,2025-09-04T12:59,2025-09-04T13:47,2025-09-04T12:59,2025-09-04T13:47,700,COMPLETED,0,none
187,BF1187,POA,SLZ,PR-BFY20,2025-06-28T04:58,2025-06-28T08:30,2025-06-28T04:58,2025-06-28T08:26,2800,COMPLETED,0,none
188,BF1188,CGH,THE,PR-BFY14,2025-08-18T17:25,2025-08-18T19:50,2025-08-18T17:25,2025-08-18T19:48,1800,COMPLETED,0,none
189,BF1189,IGU,FLN,PR-BFY04,2025-08-29T23:58,2025-08-30T00:42,2025-08-30T03:12,2025-08-30T03:51,500,COMPLETED,194,crew
190,BF1190,AJU,REC,PR-BFY17,2025-12-14T14:11,2025-12-14T15:05,2025-12-14T14:11,2025-12-14T15:03,600,COMPLETED,0,none
191,BF1191,SLZ,JPA,PR-BFY09,2025-08-25T17:33,2025-08-25T18:17,2025-08-25T18:15,2025-08-25T19:00,600,COMPLETED,42,mechanical
192,BF1192,MCP,REC,PR-BFY18,2025-10-25T20:29,2025-10-25T23:00,2025-10-25T20:29,2025-10-25T22:56,2000,COMPLETED,0,none
193,BF1193,SSA,BSB,PR-BFY19,2026-05-17T00:12,2026-05-17T02:19,2026-05-17T00:30,2026-05-17T02:35,1700,COMPLETED,18,crew
194,BF1194,AJU,SSA,PR-BFY09,2025-09-17T14:29,2025-09-17T15:34,2025-09-17T16:54,2025-09-17T17:57,600,COMPLETED,145,weather
195,BF1195,MCZ,GYN,PR-BFY02,2026-04-29T14:18,2026-04-29T16:24,2026-04-29T14:45,2026-04-29T16:51,1700,COMPLETED,27,crew
196,BF1196,BVB,CGR,PR-BFY04,2026-02-18T07:12,2026-02-18T09:57,2026-02-18T07:12,2026-02-18T09:55,2000,COMPLETED,0,none
197,BF1197,BVB,MAO,PR-BFY11,2025-07-04T09:58,2025-07-04T11:18,2025-07-04T09:58,2025-07-04T11:18,1200,COMPLETED,0,none
198,BF1198,POA,PMW,PR-BFY12,2026-04-15T17:36,2026-04-15T22:18,2026-04-15T17:36,2026-04-15T22:15,3500,COMPLETED,0,none
199,BF1199,MCP,CWB,PR-BFY13,2025-10-12T03:52,2025-10-12T08:07,2025-10-12T03:52,2025-10-12T08:10,3500,COMPLETED,0,none
200,BF1200,THE,RBR,PR-BFY04,2026-05-15T05:56,2026-05-15T08:41,2026-05-15T05:56,2026-05-15T08:41,2000,COMPLETED,0,none
201,BF1201,SDU,SLZ,PR-BFY19,2025-07-13T16:55,2025-07-13T19:30,2025-07-13T16:55,2025-07-13T19:40,1800,COMPLETED,0,none
202,BF1202,AJU,IGU,PR-BFY05,2025-10-10T23:45,2025-10-11T03:24,2025-10-10T23:45,2025-10-11T03:19,2800,COMPLETED,0,none
203,BF1203,SSA,REC,PR-BFY11,2025-08-22T05:43,2025-08-22T06:46,2025-08-22T05:43,2025-08-22T06:49,600,COMPLETED,0,none
204,BF1204,GRU,SLZ,PR-BFY14,2025-11-11T02:25,2025-11-11T05:00,2025-11-11T02:25,2025-11-11T04:58,1800,COMPLETED,0,none
205,BF1205,AJU,MAO,PR-BFY05,2025-11-29T00:11,2025-11-29T02:46,2025-11-29T00:11,2025-11-29T02:53,2000,COMPLETED,0,none
206,BF1206,MCP,BVB,PR-BFY16,2025-07-10T17:36,2025-07-10T18:56,2025-07-10T17:36,2025-07-10T19:06,1200,COMPLETED,0,none
207,BF1207,BVB,CNF,PR-BFY02,2025-07-25T12:21,2025-07-25T16:05,2025-07-25T12:21,2025-07-25T16:08,2800,COMPLETED,0,none
208,BF1208,REC,GYN,PR-BFY19,2026-03-03T17:10,2026-03-03T19:19,2026-03-03T17:10,2026-03-03T19:28,1700,COMPLETED,0,none
209,BF1209,IGU,VCP,PR-BFY04,2026-05-29T23:09,2026-05-30T00:13,2026-05-29T23:09,2026-05-30T00:08,800,COMPLETED,142,operational
210,BF1210,FLN,IGU,PR-BFY17,2025-06-27T02:12,2025-06-27T02:56,2025-06-27T02:12,2025-06-27T03:00,500,COMPLETED,0,none
211,BF1211,FOR,BSB,PR-BFY15,2026-04-29T04:48,2026-04-29T07:15,2026-04-29T04:48,2026-04-29T07:17,1700,COMPLETED,0,none
212,BF1212,CWB,NAT,PR-BFY04,2026-05-11T12:36,2026-05-11T16:18,2026-05-11T12:36,2026-05-11T16:16,2800,COMPLETED,0,none
213,BF1213,MAO,AJU,PR-BFY18,2025-11-09T11:18,2025-11-09T13:38,2025-11-09T11:18,2025-11-09T13:42,2000,COMPLETED,0,none
214,BF1214,REC,POA,PR-BFY04,2025-08-17T10:06,2025-08-17T13:27,2025-08-17T10:06,2025-08-17T13:35,2800,COMPLETED,0,none
215,BF1215,CGB,MCZ,PR-BFY07,2025-10-21T15:58,2025-10-21T18:01,2025-10-21T19:51,2025-10-21T22:03,1700,COMPLETED,233,mechanical
216,BF1216,THE,CWB,PR-BFY15,2025-08-18T11:20,2025-08-18T15:04,2025-08-18T11:20,2025-08-18T15:02,2800,COMPLETED,0,none
217,BF1217,IGU,THE,PR-BFY18,2025-09-07T00:56,2025-09-07T04:46,2025-09-07T00:56,2025-09-07T04:42,2800,COMPLETED,0,none
218,BF1218,PMW,NVT,PR-BFY19,2026-05-18T15:50,2026-05-18T20:31,2026-05-18T15:50,2026-05-18T20:31,3500,COMPLETED,0,none
219,BF1219,CNF,MAO,PR-BFY17,2025-09-02T11:38,2025-09-02T15:01,2025-09-02T11:38,2025-09-02T15:06,2800,COMPLETED,0,none
220,BF1220,RBR,FLN,PR-BFY13,2026-04-01T20:41,2026-04-02T01:12,2026-04-01T20:41,2026-04-02T01:15,3500,COMPLETED,0,none
221,BF1221,CWB,CGR,PR-BFY18,2026-04-26T18:03,2026-04-26T19:55,2026-04-26T20:03,2026-04-26T21:59,1300,COMPLETED,120,mechanical
222,BF1222,BVB,CWB,PR-BFY05,2025-11-06T06:20,2025-11-06T10:38,2025-11-06T09:37,2025-11-06T14:01,3500,COMPLETED,197,atc
223,BF1223,THE,MCZ,PR-BFY12,2025-10-08T11:30,2025-10-08T12:21,2025-10-08T11:30,2025-10-08T12:19,600,COMPLETED,0,none
224,BF1224,FOR,SSA,PR-BFY14,2026-03-31T23:57,2026-04-01T00:53,2026-03-31T23:57,2026-04-01T00:57,600,COMPLETED,0,none
225,BF1225,BEL,GRU,PR-BFY07,2025-08-17T12:42,2025-08-17T16:02,2025-08-17T12:42,2025-08-17T15:58,2800,COMPLETED,0,none
226,BF1226,CGB,BEL,PR-BFY10,2025-09-26T04:32,2025-09-26T07:01,2025-09-26T04:32,2025-09-26T06:57,2000,COMPLETED,0,none
227,BF1227,BSB,BEL,PR-BFY18,2025-06-24T12:35,2025-06-24T15:06,2025-06-24T12:35,2025-06-24T15:08,2000,COMPLETED,0,none
228,BF1228,FLN,GYN,PR-BFY14,2025-12-27T10:50,2025-12-27T12:39,2025-12-27T10:50,2025-12-27T12:46,1300,COMPLETED,0,none
229,BF1229,BEL,AJU,PR-BFY07,2026-01-14T16:01,2026-01-14T18:51,2026-01-14T16:01,2026-01-14T18:54,2000,COMPLETED,0,none
230,BF1230,JPA,RBR,PR-BFY19,2026-04-19T15:06,2026-04-19T17:52,2026-04-19T15:06,2026-04-19T17:58,2000,COMPLETED,177,atc
231,BF1231,FOR,MAO,PR-BFY06,2025-10-22T01:32,2025-10-22T04:16,2025-10-22T01:32,2025-10-22T04:25,2000,COMPLETED,0,none
232,BF1232,AJU,VCP,PR-BFY14,2025-10-15T03:39,2025-10-15T06:14,2025-10-15T06:05,2025-10-15T08:36,1800,COMPLETED,146,atc
233,BF1233,CGB,NAT,PR-BFY05,2025-12-10T09:55,2025-12-10T11:56,2025-12-10T13:46,2025-12-10T15:52,1700,COMPLETED,231,atc
234,BF1234,CGH,CNF,PR-BFY16,2026-01-21T22:22,2026-01-21T23:01,2026-01-22T01:17,2026-01-22T02:00,400,COMPLETED,175,weather
235,BF1235,BEL,NAT,PR-BFY06,2026-02-16T17:59,2026-02-16T20:21,2026-02-16T17:59,2026-02-16T20:23,2000,COMPLETED,0,none
236,BF1236,REC,VCP,PR-BFY08,2025-09-25T01:12,2025-09-25T03:30,2025-09-25T01:12,2025-09-25T03:36,1800,COMPLETED,0,none
237,BF1237,RBR,BSB,PR-BFY18,2026-01-28T16:05,2026-01-28T18:35,2026-01-28T16:05,2026-01-28T18:45,2000,COMPLETED,0,none
238,BF1238,MCP,MAO,PR-BFY02,2025-06-07T09:51,2025-06-07T11:14,2025-06-07T09:51,2025-06-07T11:16,1200,COMPLETED,0,none
239,BF1239,AJU,PMW,PR-BFY09,2026-01-20T16:46,2026-01-20T19:18,2026-01-20T16:46,2026-01-20T19:25,2000,COMPLETED,0,none
240,BF1240,FOR,MAO,PR-BFY17,2025-12-23T22:47,2025-12-24T01:07,2025-12-23T22:47,2025-12-24T01:13,2000,COMPLETED,0,none
241,BF1241,BEL,REC,PR-BFY06,2026-04-21T10:40,2026-04-21T13:15,2026-04-21T13:41,2026-04-21T16:13,2000,COMPLETED,181,weather
242,BF1242,MAO,FOR,PR-BFY14,2025-06-06T08:06,2025-06-06T10:46,2025-06-06T11:12,2025-06-06T13:53,2000,COMPLETED,186,weather
243,BF1243,MCP,GIG,PR-BFY03,2025-10-28T16:45,2025-10-28T20:22,2025-10-28T16:45,2025-10-28T20:30,2800,COMPLETED,0,none
244,BF1244,SLZ,AJU,PR-BFY03,2025-09-20T23:03,2025-09-20T23:38,2025-09-20T23:03,2025-09-20T23:35,600,COMPLETED,0,none
245,BF1245,CGH,BSB,PR-BFY15,2025-12-01T10:24,2025-12-01T11:38,2025-12-01T14:09,2025-12-01T15:26,900,COMPLETED,225,weather
246,BF1246,MCZ,FLN,PR-BFY20,2026-04-12T07:39,2026-04-12T11:09,2026-04-12T10:46,2026-04-12T14:11,2800,COMPLETED,187,weather
247,BF1247,VCP,BEL,PR-BFY10,2025-07-04T03:27,2025-07-04T07:09,2025-07-04T03:27,2025-07-04T07:07,2800,COMPLETED,0,none
248,BF1248,BEL,AJU,PR-BFY01,2026-01-06T10:29,2026-01-06T13:08,2026-01-06T10:29,2026-01-06T13:15,2000,COMPLETED,210,weather
249,BF1249,SSA,CNF,PR-BFY05,2025-11-08T02:25,2025-11-08T04:34,2025-11-08T02:25,2025-11-08T04:38,1800,COMPLETED,0,none
250,BF1250,CGR,THE,PR-BFY04,2026-02-27T16:55,2026-02-27T19:22,2026-02-27T16:55,2026-02-27T19:21,1700,COMPLETED,0,none
251,BF1251,CGH,GRU,PR-BFY12,2026-03-14T23:04,2026-03-14T23:41,2026-03-14T23:04,2026-03-14T23:42,400,COMPLETED,0,none
252,BF1252,BSB,IGU,PR-BFY04,2025-09-12T17:35,2025-09-12T19:07,2025-09-12T17:35,2025-09-12T19:08,1300,COMPLETED,172,atc
253,BF1253,CNF,THE,PR-BFY18,2025-07-10T14:30,2025-07-10T17:02,2025-07-10T14:30,2025-07-10T17:11,1800,COMPLETED,0,none
254,BF1254,VCP,CWB,PR-BFY08,2025-07-20T01:14,2025-07-20T02:12,2025-07-20T04:34,2025-07-20T05:37,800,COMPLETED,200,weather
255,BF1255,GIG,CWB,PR-BFY19,2025-07-21T19:59,2025-07-21T21:17,2025-07-21T22:18,2025-07-21T23:40,800,COMPLETED,139,atc
256,BF1256,SDU,JPA,PR-BFY08,2026-02-21T09:59,2026-02-21T12:29,2026-02-21T12:03,2026-02-21T14:38,1800,COMPLETED,124,operational
257,BF1257,BEL,GYN,PR-BFY16,2026-04-14T13:49,2026-04-14T16:17,2026-04-14T13:49,2026-04-14T16:22,2000,COMPLETED,0,none
258,BF1258,IGU,SSA,PR-BFY09,2026-02-17T05:27,2026-02-17T09:11,2026-02-17T08:03,2026-02-17T11:44,2800,COMPLETED,156,operational
259,BF1259,BVB,MCP,PR-BFY03,2025-09-10T22:42,2025-09-11T00:30,2025-09-10T22:42,2025-09-11T00:27,1200,COMPLETED,0,none
260,BF1260,RBR,GRU,PR-BFY02,2025-06-23T17:09,2025-06-23T20:55,2025-06-23T17:09,2025-06-23T20:56,2800,COMPLETED,0,none
261,BF1261,FOR,CGB,PR-BFY19,2026-05-10T18:36,2026-05-10T20:53,2026-05-10T18:36,2026-05-10T20:55,1700,COMPLETED,0,none
262,BF1262,SLZ,RBR,PR-BFY12,2025-12-29T21:34,2025-12-29T23:58,2025-12-29T21:34,2025-12-30T00:05,2000,COMPLETED,0,none
263,BF1263,REC,GRU,PR-BFY17,2025-11-21T22:44,2025-11-22T01:16,2025-11-21T22:44,2025-11-22T01:16,1800,COMPLETED,0,none
264,BF1264,SDU,SSA,PR-BFY16,2025-09-24T22:36,2025-09-25T00:46,2025-09-24T22:36,2025-09-25T00:45,1800,COMPLETED,0,none
265,BF1265,POA,CGH,PR-BFY08,2025-11-07T08:08,2025-11-07T09:22,2025-11-07T08:08,2025-11-07T09:28,800,COMPLETED,0,none
266,BF1266,CGH,THE,PR-BFY15,2025-10-29T13:38,2025-10-29T15:59,2025-10-29T13:38,2025-10-29T16:09,1800,COMPLETED,0,none
267,BF1267,RBR,CGH,PR-BFY09,2025-06-30T01:23,2025-06-30T05:03,2025-06-30T01:23,2025-06-30T05:06,2800,COMPLETED,195,operational
268,BF1268,NAT,FOR,PR-BFY17,2025-10-05T14:14,2025-10-05T15:01,2025-10-05T14:14,2025-10-05T14:58,600,COMPLETED,0,none
269,BF1269,CGB,NVT,PR-BFY16,2025-11-10T07:26,2025-11-10T09:09,2025-11-10T07:26,2025-11-10T09:15,1300,COMPLETED,0,none
270,BF1270,BEL,SSA,PR-BFY03,2025-06-05T19:18,2025-06-05T21:54,2025-06-05T19:18,2025-06-05T21:56,2000,COMPLETED,0,none
271,BF1271,REC,AJU,PR-BFY08,2025-12-22T11:30,2025-12-22T12:11,2025-12-22T12:25,2025-12-22T13:04,600,COMPLETED,55,atc
272,BF1272,NVT,MCP,PR-BFY14,2026-01-27T11:05,2026-01-27T15:40,2026-01-27T14:12,2026-01-27T18:48,3500,COMPLETED,187,mechanical
273,BF1273,GRU,CGB,PR-BFY19,2025-07-02T10:00,2025-07-02T11:01,2025-07-02T10:00,2025-07-02T10:57,900,COMPLETED,0,none
274,BF1274,SDU,CGH,PR-BFY20,2025-09-30T03:01,2025-09-30T03:29,2025-09-30T03:01,2025-09-30T03:36,400,COMPLETED,0,none
275,BF1275,NAT,AJU,PR-BFY03,2025-06-14T13:24,2025-06-14T14:27,2025-06-14T13:24,2025-06-14T14:31,600,COMPLETED,0,none
276,BF1276,BSB,SSA,PR-BFY20,2026-05-10T06:32,2026-05-10T08:56,2026-05-10T06:32,2026-05-10T09:04,1700,COMPLETED,0,none
277,BF1277,SDU,MCP,PR-BFY15,2025-10-11T10:39,2025-10-11T14:18,2025-10-11T10:39,2025-10-11T14:23,2800,COMPLETED,0,none
278,BF1278,JPA,NAT,PR-BFY07,2025-07-21T03:07,2025-07-21T03:49,2025-07-21T03:07,2025-07-21T03:44,600,COMPLETED,0,none
279,BF1279,REC,RBR,PR-BFY18,2026-04-02T16:26,2026-04-02T19:12,2026-04-02T17:05,2026-04-02T19:47,2000,COMPLETED,39,mechanical
280,BF1280,REC,BEL,PR-BFY14,2025-08-25T13:44,2025-08-25T16:06,2025-08-25T13:44,2025-08-25T16:01,2000,COMPLETED,0,none
281,BF1281,REC,NVT,PR-BFY13,2026-02-25T16:48,2026-02-25T20:35,2026-02-25T19:18,2026-02-25T23:15,2800,COMPLETED,150,weather
282,BF1282,POA,JPA,PR-BFY10,2025-08-11T03:43,2025-08-11T07:16,2025-08-11T03:43,2025-08-11T07:13,2800,COMPLETED,137,mechanical
283,BF1283,JPA,PMW,PR-BFY04,2026-03-25T13:37,2026-03-25T16:05,2026-03-25T13:37,2026-03-25T16:00,2000,COMPLETED,196,atc
284,BF1284,REC,GRU,PR-BFY14,2026-03-01T02:07,2026-03-01T04:32,,,1800,CANCELLED,220,atc
285,BF1285,MCZ,NAT,PR-BFY20,2025-12-02T16:33,2025-12-02T17:16,2025-12-02T16:33,2025-12-02T17:22,600,COMPLETED,0,none
286,BF1286,CGB,THE,PR-BFY06,2026-03-17T10:00,2026-03-17T12:21,2026-03-17T10:00,2026-03-17T12:31,1700,COMPLETED,156,atc
287,BF1287,POA,NAT,PR-BFY05,2026-05-19T06:19,2026-05-19T09:47,2026-05-19T06:19,2026-05-19T09:54,2800,COMPLETED,0,none
288,BF1288,BVB,RBR,PR-BFY17,2025-08-26T17:10,2025-08-26T18:53,,,1200,CANCELLED,215,atc
289,BF1289,FLN,MCP,PR-BFY06,2026-02-02T10:37,2026-02-02T15:14,2026-02-02T10:37,2026-02-02T15:10,3500,COMPLETED,0,none
290,BF1290,FLN,AJU,PR-BFY03,2025-06-04T20:27,2025-06-05T00:12,2025-06-04T21:19,2025-06-05T01:12,2800,COMPLETED,52,weather
291,BF1291,VCP,CGR,PR-BFY20,2025-11-09T11:42,2025-11-09T12:50,2025-11-09T11:42,2025-11-09T12:57,900,COMPLETED,24,weather
292,BF1292,MCZ,REC,PR-BFY16,2025-12-26T14:24,2025-12-26T15:21,2025-12-26T14:24,2025-12-26T15:21,600,COMPLETED,0,none
293,BF1293,IGU,GRU,PR-BFY07,2025-10-25T21:05,2025-10-25T22:22,2025-10-25T21:05,2025-10-25T22:26,800,COMPLETED,0,none
294,BF1294,CGH,MCP,PR-BFY06,2025-11-16T16:44,2025-11-16T20:23,2025-11-16T17:08,2025-11-16T20:42,2800,COMPLETED,24,atc
295,BF1295,VCP,CGR,PR-BFY17,2026-03-18T20:36,2026-03-18T21:44,2026-03-18T20:36,2026-03-18T21:45,900,COMPLETED,0,none
296,BF1296,GRU,MAO,PR-BFY12,2025-07-20T23:10,2025-07-21T02:59,2025-07-20T23:10,2025-07-21T03:05,2800,COMPLETED,87,weather
297,BF1297,MCP,CGB,PR-BFY19,2025-11-12T18:48,2025-11-12T21:27,2025-11-12T18:48,2025-11-12T21:34,2000,COMPLETED,0,none
298,BF1298,GRU,CGR,PR-BFY11,2025-10-06T10:57,2025-10-06T12:07,2025-10-06T10:57,2025-10-06T12:11,900,COMPLETED,0,none
299,BF1299,GIG,MCP,PR-BFY15,2025-12-05T15:31,2025-12-05T19:19,2025-12-05T15:31,2025-12-05T19:22,2800,COMPLETED,0,none
300,BF1300,FLN,JPA,PR-BFY15,2026-05-19T04:02,2026-05-19T07:46,2026-05-19T04:02,2026-05-19T07:55,2800,COMPLETED,101,crew
301,BF1301,RBR,NAT,PR-BFY08,2025-06-20T21:59,2025-06-21T00:34,2025-06-20T22:31,2025-06-21T01:08,2000,COMPLETED,32,mechanical
302,BF1302,BEL,CWB,PR-BFY08,2026-03-28T07:39,2026-03-28T12:21,2026-03-28T07:39,2026-03-28T12:24,3500,COMPLETED,0,none
303,BF1303,CGR,VCP,PR-BFY16,2026-03-18T11:49,2026-03-18T13:07,2026-03-18T11:49,2026-03-18T13:07,900,COMPLETED,0,none
304,BF1304,CWB,FLN,PR-BFY16,2025-11-07T03:43,2025-11-07T04:38,2025-11-07T03:43,2025-11-07T04:39,500,COMPLETED,0,none
305,BF1305,SLZ,BSB,PR-BFY08,2025-11-19T00:29,2025-11-19T02:49,2025-11-19T01:51,2025-11-19T04:12,1700,COMPLETED,82,crew
306,BF1306,MCP,JPA,PR-BFY16,2026-02-15T06:01,2026-02-15T08:25,2026-02-15T06:01,2026-02-15T08:22,2000,COMPLETED,0,none
307,BF1307,JPA,GRU,PR-BFY19,2025-07-01T18:36,2025-07-01T21:08,2025-07-01T18:36,2025-07-01T21:18,1800,COMPLETED,0,none
308,BF1308,BVB,CGB,PR-BFY13,2026-05-24T09:26,2026-05-24T11:51,2026-05-24T09:26,2026-05-24T11:54,2000,COMPLETED,0,none
309,BF1309,GYN,BEL,PR-BFY17,2025-09-02T09:15,2025-09-02T11:36,2025-09-02T09:15,2025-09-02T11:32,2000,COMPLETED,0,none
310,BF1310,POA,NVT,PR-BFY11,2025-10-06T06:51,2025-10-06T07:32,2025-10-06T06:51,2025-10-06T07:41,500,COMPLETED,0,none
311,BF1311,THE,GRU,PR-BFY20,2025-06-09T14:34,2025-06-09T17:00,2025-06-09T17:17,2025-06-09T19:49,1800,COMPLETED,163,atc
312,BF1312,BVB,CGB,PR-BFY12,2025-10-15T06:43,2025-10-15T09:20,2025-10-15T08:06,2025-10-15T10:48,2000,COMPLETED,83,crew
313,BF1313,CNF,REC,PR-BFY13,2026-04-05T16:56,2026-04-05T19:07,2026-04-05T16:56,2026-04-05T19:13,1800,COMPLETED,0,none
314,BF1314,CGB,SSA,PR-BFY09,2025-10-09T23:47,2025-10-10T02:02,2025-10-10T02:29,2025-10-10T04:42,1700,COMPLETED,162,mechanical
315,BF1315,BEL,GYN,PR-BFY16,2026-04-11T17:34,2026-04-11T20:21,2026-04-11T17:34,2026-04-11T20:20,2000,COMPLETED,0,none
316,BF1316,BEL,GRU,PR-BFY16,2025-10-07T14:26,2025-10-07T17:59,2025-10-07T14:26,2025-10-07T18:04,2800,COMPLETED,0,none
317,BF1317,CGR,CGB,PR-BFY16,2025-07-05T17:46,2025-07-05T18:40,2025-07-05T18:42,2025-07-05T19:39,700,COMPLETED,56,weather
318,BF1318,MCP,MCZ,PR-BFY18,2025-08-10T02:59,2025-08-10T05:33,2025-08-10T02:59,2025-08-10T05:39,2000,COMPLETED,0,none
319,BF1319,FOR,MCP,PR-BFY19,2025-12-05T15:53,2025-12-05T18:24,2025-12-05T16:39,2025-12-05T19:11,2000,COMPLETED,46,weather
320,BF1320,NAT,AJU,PR-BFY15,2025-10-06T02:17,2025-10-06T03:16,2025-10-06T03:55,2025-10-06T05:04,600,COMPLETED,98,operational
321,BF1321,RBR,VCP,PR-BFY11,2026-03-05T11:41,2026-03-05T15:20,2026-03-05T11:41,2026-03-05T15:20,2800,COMPLETED,176,operational
322,BF1322,NVT,AJU,PR-BFY08,2026-03-22T17:54,2026-03-22T21:41,2026-03-22T17:54,2026-03-22T21:46,2800,COMPLETED,0,none
323,BF1323,CWB,POA,PR-BFY12,2025-12-30T03:49,2025-12-30T04:38,2025-12-30T06:49,2025-12-30T07:47,500,COMPLETED,180,crew
324,BF1324,SLZ,NAT,PR-BFY03,2026-04-24T21:21,2026-04-24T22:09,2026-04-25T01:14,2026-04-25T02:04,600,COMPLETED,233,atc
325,BF1325,BSB,CNF,PR-BFY13,2026-03-17T02:52,2026-03-17T03:52,,,900,CANCELLED,239,weather
326,BF1326,REC,BEL,PR-BFY10,2025-07-31T14:55,2025-07-31T17:18,2025-07-31T15:49,2025-07-31T18:19,2000,COMPLETED,54,crew
327,BF1327,GYN,CGB,PR-BFY01,2025-12-24T22:19,2025-12-24T23:15,2025-12-24T22:19,2025-12-24T23:15,700,COMPLETED,0,none
328,BF1328,CGH,THE,PR-BFY18,2026-02-15T20:15,2026-02-15T22:47,2026-02-15T20:15,2026-02-15T22:56,1800,COMPLETED,0,none
329,BF1329,PMW,CGB,PR-BFY19,2026-04-20T22:13,2026-04-21T00:37,2026-04-20T22:13,2026-04-21T00:37,2000,COMPLETED,0,none
330,BF1330,JPA,IGU,PR-BFY16,2026-04-13T17:46,2026-04-13T21:22,2026-04-13T17:46,2026-04-13T21:28,2800,COMPLETED,0,none
331,BF1331,FOR,GYN,PR-BFY01,2025-08-05T05:04,2025-08-05T07:15,2025-08-05T07:04,2025-08-05T09:19,1700,COMPLETED,120,operational
332,BF1332,GRU,FOR,PR-BFY16,2025-09-08T06:01,2025-09-08T08:17,2025-09-08T08:32,2025-09-08T10:58,1800,COMPLETED,151,operational
333,BF1333,CGR,GRU,PR-BFY07,2026-04-10T10:24,2026-04-10T11:46,2026-04-10T10:24,2026-04-10T11:52,900,COMPLETED,74,operational
334,BF1334,NVT,PMW,PR-BFY08,2026-04-15T06:59,2026-04-15T11:23,2026-04-15T06:59,2026-04-15T11:30,3500,COMPLETED,198,crew
335,BF1335,CGB,VCP,PR-BFY18,2026-04-04T11:10,2026-04-04T12:27,2026-04-04T11:10,2026-04-04T12:30,900,COMPLETED,210,crew
336,BF1336,BEL,CGB,PR-BFY04,2026-03-28T16:01,2026-03-28T18:27,2026-03-28T16:01,2026-03-28T18:31,2000,COMPLETED,0,none
337,BF1337,MCZ,IGU,PR-BFY01,2026-04-26T16:40,2026-04-26T20:08,2026-04-26T16:40,2026-04-26T20:13,2800,COMPLETED,0,none
338,BF1338,SDU,CGH,PR-BFY15,2025-06-17T02:45,2025-06-17T03:10,2025-06-17T02:45,2025-06-17T03:09,400,COMPLETED,0,none
339,BF1339,SLZ,GRU,PR-BFY10,2025-11-17T12:39,2025-11-17T14:46,2025-11-17T15:00,2025-11-17T17:15,1800,COMPLETED,141,atc
340,BF1340,BEL,MCP,PR-BFY03,2026-05-29T22:05,2026-05-29T23:36,2026-05-29T22:05,2026-05-29T23:41,1200,COMPLETED,0,none
341,BF1341,MCP,MAO,PR-BFY06,2025-09-15T09:04,2025-09-15T10:25,2025-09-15T10:59,2025-09-15T12:30,1200,COMPLETED,115,crew
342,BF1342,BSB,PMW,PR-BFY13,2025-11-30T02:27,2025-11-30T05:13,2025-11-30T02:27,2025-11-30T05:15,2000,COMPLETED,0,none
343,BF1343,MAO,IGU,PR-BFY17,2025-11-27T23:28,2025-11-28T04:03,2025-11-27T23:28,2025-11-28T04:01,3500,COMPLETED,0,none
